,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
6877,TXN_1302920,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-08-16
5128,TXN_1303984,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-07-24
3914,TXN_1307239,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-26
8084,TXN_1307428,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-10-26
6872,TXN_1309055,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-11-09
7599,TXN_1309653,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-09
9629,TXN_1310741,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-25
8714,TXN_1311237,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-11-11
6946,TXN_1311519,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-01-28
5603,TXN_1313643,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-02-11
6139,TXN_1313701,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-10-03
2699,TXN_1315214,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-03
3273,TXN_1315847,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-06-19
7410,TXN_1316036,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-10-27
6808,TXN_1317114,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-06
8439,TXN_1318238,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-09-23
9190,TXN_1318943,Coffee,2.0,2.0,4.0,Cash,In-store,2023-06-13
2508,TXN_1319834,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-31
7253,TXN_1322421,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-05
7159,TXN_1322520,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-07-12
5019,TXN_1323030,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-03-30
2589,TXN_1324760,Tea,4.0,1.5,6.0,Cash,In-store,2023-01-18
1065,TXN_1324930,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-01-11
2689,TXN_1324968,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-05
444,TXN_1325631,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-11
6864,TXN_1326993,Cookie,3.0,1.0,3.0,Cash,In-store,2023-12-30
6538,TXN_1328230,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-02-03
6236,TXN_1328953,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-12-28
4214,TXN_1328968,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-06-28
7298,TXN_1329167,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-01-14
525,TXN_1330506,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-11-10
6916,TXN_1332623,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-07-15
6700,TXN_1333524,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-05-05
298,TXN_1333682,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-01-28
4772,TXN_1334406,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-09-26
9706,TXN_1335256,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-08-04
1651,TXN_1335337,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-09-06
2633,TXN_1336470,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-12-22
7945,TXN_1336727,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-18
2545,TXN_1336900,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-01-16
4625,TXN_1339158,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-01-16
1962,TXN_1339457,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-05-23
6405,TXN_1340358,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-06-09
326,TXN_1340956,Coffee,4.0,2.0,8.0,Cash,In-store,2023-10-26
6647,TXN_1342359,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-07-14
7992,TXN_1342487,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-09-21
870,TXN_1343750,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-15
9044,TXN_1344947,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-16
5238,TXN_1345440,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-06-20
2004,TXN_1346517,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-20
1272,TXN_1346936,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-10-10
4756,TXN_1346953,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-24
729,TXN_1347965,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-02-19
5561,TXN_1348274,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-11-14
3010,TXN_1349215,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-06
7955,TXN_1349640,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-17
734,TXN_1349738,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-03-26
5673,TXN_1350239,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-11-18
2085,TXN_1351151,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-10-03
8473,TXN_1353248,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-09-03
6967,TXN_1353266,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-30
585,TXN_1353479,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-09-20
6272,TXN_1354464,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-18
2627,TXN_1355212,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-25
5233,TXN_1356599,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-14
8567,TXN_1357780,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-10-23
4218,TXN_1360379,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-08-23
5553,TXN_1360872,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-11-04
1511,TXN_1360998,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-30
3521,TXN_1363508,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-08-08
7654,TXN_1364211,Salad,2.0,5.0,10.0,Cash,In-store,2023-03-08
2992,TXN_1365285,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-06-11
3581,TXN_1367003,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-10
7000,TXN_1367723,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-25
4229,TXN_1368769,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-06-02
7119,TXN_1370465,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-25
1253,TXN_1371554,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-05-19
8819,TXN_1371708,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-03-14
9070,TXN_1372003,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-10-13
3415,TXN_1372492,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-03-28
2153,TXN_1372991,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-11-17
9352,TXN_1373048,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-31
5441,TXN_1374424,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-24
2750,TXN_1375992,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-03-23
2977,TXN_1379209,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-02-06
363,TXN_1380601,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-03-11
6738,TXN_1381818,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-03-11
2172,TXN_1386024,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-05-21
7551,TXN_1387062,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-08-22
538,TXN_1387401,Cookie,4.0,1.0,4.0,Cash,In-store,2023-10-19
1359,TXN_1388606,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-31
1286,TXN_1389258,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-31
8032,TXN_1390754,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-08
7027,TXN_1390917,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-01-16
7614,TXN_1392546,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-06
9472,TXN_1394131,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-06-13
2069,TXN_1395083,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-08
7910,TXN_1396019,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-03
6437,TXN_1398511,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-12-19
4401,TXN_1398769,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-06-02
3213,TXN_1399696,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-08
9715,TXN_1401771,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-12-08
6259,TXN_1402641,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-09-12
6302,TXN_1405124,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-03
5060,TXN_1405498,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-12-31
7593,TXN_1408709,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-04-14
5868,TXN_1409029,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-04-14
3000,TXN_1410102,Salad,1.0,5.0,5.0,Cash,In-store,2023-06-23
3284,TXN_1411473,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-01-04
2058,TXN_1411744,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-09-17
4908,TXN_1412415,Juice,3.0,3.0,9.0,Cash,In-store,2023-02-24
1055,TXN_1413304,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-03-17
6487,TXN_1413310,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-04-06
6957,TXN_1413335,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-05-17
9760,TXN_1414039,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-02-13
5354,TXN_1417291,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-11
9388,TXN_1417400,Cookie,2.0,1.0,2.0,Cash,In-store,2023-03-20
1491,TXN_1417724,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-07
4620,TXN_1417871,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-03-12
9583,TXN_1418829,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-09-19
6329,TXN_1419188,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-26
4591,TXN_1419669,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-03-07
8327,TXN_1419790,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-06
5630,TXN_1422305,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-03-09
9170,TXN_1423173,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-10-02
5207,TXN_1424056,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-07-31
3439,TXN_1425215,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13
9917,TXN_1425591,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-09-10
9660,TXN_1427485,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-07-19
3737,TXN_1427963,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-10-14
8121,TXN_1429325,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-04-20
5697,TXN_1429858,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-03-15
3690,TXN_1430778,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-05-26
4740,TXN_1432682,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-07-11
8207,TXN_1434598,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-11-18
4564,TXN_1434857,Cake,5.0,3.0,15.0,Cash,In-store,2023-01-13
4030,TXN_1435035,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-31
164,TXN_1435086,Cake,5.0,3.0,15.0,Cash,In-store,2023-02-09
4536,TXN_1435192,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-18
382,TXN_1436343,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-26
4618,TXN_1436851,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-07-28
1126,TXN_1437083,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-03-15
1975,TXN_1437275,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-07-22
1082,TXN_1438257,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-06-13
1835,TXN_1439390,Juice,4.0,3.0,12.0,Cash,In-store,2023-02-14
6792,TXN_1442096,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-06-27
3172,TXN_1442771,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-04-25
3151,TXN_1442791,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-03-23
3951,TXN_1443201,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-10-03
134,TXN_1443912,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-08
6312,TXN_1443928,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-12-03
8281,TXN_1444479,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-12-10
7735,TXN_1444932,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-24
4471,TXN_1445532,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-03-03
1898,TXN_1446862,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-26
4199,TXN_1448501,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-09-10
5154,TXN_1449065,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-10-03
9302,TXN_1449866,Salad,4.0,5.0,20.0,Cash,In-store,2023-09-21
9139,TXN_1450705,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-10-07
4039,TXN_1452253,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-05-12
9210,TXN_1452931,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-07-08
8825,TXN_1453579,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-21
8378,TXN_1454024,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-01-21
391,TXN_1454467,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-15
2082,TXN_1454730,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-07-21
3984,TXN_1454866,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-13
5497,TXN_1456374,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-02-15
7303,TXN_1458905,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-19
3282,TXN_1459078,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-11-10
808,TXN_1460963,Coffee,3.0,2.0,6.0,Cash,In-store,2023-02-10
4357,TXN_1461221,Salad,2.0,5.0,10.0,Cash,In-store,2023-04-30
2213,TXN_1461246,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-06-01
859,TXN_1461895,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-17
4329,TXN_1463795,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-08-04
3275,TXN_1464150,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-14
6838,TXN_1464694,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-07-23
8868,TXN_1465364,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-07-23
7402,TXN_1465584,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-04-29
6988,TXN_1466002,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-11-23
6778,TXN_1467367,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-02-18
5407,TXN_1467546,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-07-20
3178,TXN_1469462,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-05
4710,TXN_1472433,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-04-05
7586,TXN_1473693,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-05-14
6747,TXN_1474329,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-02
4083,TXN_1475403,Cookie,1.0,1.0,1.0,Cash,In-store,2023-03-02
4223,TXN_1475459,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-11-09
1257,TXN_1476066,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-19
5705,TXN_1476711,Tea,2.0,1.5,3.0,Cash,In-store,2023-01-26
8558,TXN_1476775,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-01
4987,TXN_1477525,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-11-06
4568,TXN_1478016,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-08-04
2267,TXN_1480967,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-08-04
1680,TXN_1481116,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-26
5718,TXN_1481470,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-26
2317,TXN_1482123,Coffee,1.0,2.0,2.0,Cash,In-store,2023-06-17
509,TXN_1485417,Cookie,3.0,1.0,3.0,Cash,In-store,2023-06-17
8808,TXN_1485725,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-12-10
8903,TXN_1486119,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-24
4048,TXN_1486576,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-09-10
2527,TXN_1487762,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-02-07
4816,TXN_1488127,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-12-12
6749,TXN_1488458,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-08-21
9787,TXN_1488481,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-28
6754,TXN_1489194,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-07-18
6120,TXN_1489200,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-03-27
4652,TXN_1489218,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-09-13
3942,TXN_1489746,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-12-18
2129,TXN_1491299,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-02-27
44,TXN_1491578,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-02-23
3156,TXN_1491670,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-28
7974,TXN_1492585,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-01-17
3278,TXN_1493452,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-08
1487,TXN_1494502,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-08
1006,TXN_1494608,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-05-07
5022,TXN_1495371,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-21
5010,TXN_1496038,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-12-22
9518,TXN_1496962,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-17
1784,TXN_1498343,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-03-31
4665,TXN_1499208,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-11-01
9197,TXN_1499346,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-09
640,TXN_1503602,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-12-16
3509,TXN_1503903,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-03-20
4984,TXN_1504466,Coffee,1.0,2.0,2.0,Cash,In-store,2023-11-07
7212,TXN_1505837,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-15
3966,TXN_1505875,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-05-17
1228,TXN_1505947,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-11-21
4888,TXN_1509627,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-23
2268,TXN_1510315,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-02-28
5551,TXN_1510406,Salad,3.0,5.0,15.0,Cash,In-store,2023-01-12
4899,TXN_1510673,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-26
1025,TXN_1512118,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-01
8830,TXN_1512159,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-11-25
2259,TXN_1512184,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-01-28
3989,TXN_1512185,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-06-16
6116,TXN_1514364,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-01-21
2254,TXN_1515059,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-25
5504,TXN_1516182,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-06-18
9247,TXN_1516961,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-11-01
3811,TXN_1518379,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-08-12
1044,TXN_1521486,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-01-28
9117,TXN_1521861,Juice,5.0,3.0,15.0,Cash,In-store,2023-04-02
7386,TXN_1522122,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-02-14
3968,TXN_1522140,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-05-28
5879,TXN_1522176,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-29
2915,TXN_1522430,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-06
2494,TXN_1523567,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-22
6402,TXN_1523626,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-21
7887,TXN_1524602,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-05-11
337,TXN_1524626,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-12-29
1701,TXN_1525046,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-12-02
701,TXN_1526864,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-27
9404,TXN_1526920,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-27
9083,TXN_1528454,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-03-22
6836,TXN_1529845,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-01-25
2024,TXN_1529904,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-25
7850,TXN_1529961,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-09-29
9826,TXN_1530892,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-09
8138,TXN_1532390,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-04-08
7326,TXN_1533652,Tea,3.0,1.5,4.5,Cash,In-store,2023-08-17
2761,TXN_1533790,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-21
7345,TXN_1534223,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-01-30
9645,TXN_1534763,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-17
116,TXN_1535311,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-16
9990,TXN_1538510,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-05-22
3642,TXN_1538515,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-06-11
2738,TXN_1540181,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-08-17
2456,TXN_1542042,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-26
1134,TXN_1544070,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-09-05
1779,TXN_1546695,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-06
7695,TXN_1547555,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-03-06
7372,TXN_1547704,Coffee,5.0,2.0,10.0,Cash,In-store,2023-02-14
4963,TXN_1547717,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-12-15
4853,TXN_1548245,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-03-15
2671,TXN_1554195,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-22
5474,TXN_1555314,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-02-25
5318,TXN_1556046,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-09
8001,TXN_1556480,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-02-06
8533,TXN_1556609,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-21
599,TXN_1556652,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-06
4773,TXN_1556708,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-11
826,TXN_1559313,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-12-02
5219,TXN_1559512,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-28
6954,TXN_1559521,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-07-05
7565,TXN_1560873,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-07-19
4788,TXN_1561430,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-10-13
2501,TXN_1564506,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-01
414,TXN_1564754,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-03-14
9334,TXN_1565027,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-03-16
6762,TXN_1566564,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-09-08
1129,TXN_1568657,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-09-08
6554,TXN_1569248,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-11-14
8315,TXN_1569729,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-07-16
4821,TXN_1570573,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-09
7547,TXN_1570632,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-02-28
7153,TXN_1571824,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-10-16
5178,TXN_1571874,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-10
1774,TXN_1572930,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-07-17
4254,TXN_1574190,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-17
9128,TXN_1576076,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-07
4099,TXN_1576355,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-10-20
7050,TXN_1577802,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-11-29
4385,TXN_1578981,Cake,1.0,3.0,3.0,Cash,In-store,2023-05-15
1887,TXN_1579182,Juice,5.0,3.0,15.0,Cash,In-store,2023-02-20
